date,product_id,region,stock_on_hand,stock_out_flag
2026-06-10,P302,Region X,449,0
2026-06-10,P302,Region Y,243,0
2026-06-10,P302,Region Z,66,0
2026-06-10,P303,Region X,465,0
2026-06-10,P303,Region Y,111,0
2026-06-10,P303,Region Z,493,0
2026-06-10,P304,Region X,55,0
2026-06-10,P304,Region Y,442,0
2026-06-10,P304,Region Z,389,0
2026-06-10,P401,Region X,499,0
2026-06-10,P401,Region Y,163,0
2026-06-10,P401,Region Z,332,0
2026-06-10,P402,Region X,300,0
2026-06-10,P402,Region Y,220,0
2026-06-10,P402,Region Z,0,1
2026-06-10,P403,Region X,109,0
2026-06-10,P403,Region Y,146,0
2026-06-10,P403,Region Z,315,0
2026-06-11,P101,Region X,406,0
2026-06-11,P101,Region Y,315,0
2026-06-11,P101,Region Z,96,0
2026-06-11,P102,Region X,368,0
2026-06-11,P102,Region Y,126,0
2026-06-11,P102,Region Z,266,0
2026-06-11,P103,Region X,210,0
2026-06-11,P103,Region Y,352,0
2026-06-11,P103,Region Z,490,0
2026-06-11,P104,Region X,248,0
2026-06-11,P104,Region Y,195,0
2026-06-11,P104,Region Z,284,0
2026-06-11,P201,Region X,119,0
2026-06-11,P201,Region Y,373,0
2026-06-11,P201,Region Z,373,0
2026-06-11,P202,Region X,225,0
2026-06-11,P202,Region Y,281,0
2026-06-11,P202,Region Z,431,0
2026-06-11,P203,Region X,147,0
2026-06-11,P203,Region Y,142,0
2026-06-11,P203,Region Z,152,0
2026-06-11,P204,Region X,374,0
2026-06-11,P204,Region Y,408,0
2026-06-11,P204,Region Z,255,0
2026-06-11,P301,Region X,440,0
2026-06-11,P301,Region Y,230,0
2026-06-11,P301,Region Z,274,0
2026-06-11,P302,Region X,47,0
2026-06-11,P302,Region Y,242,0
2026-06-11,P302,Region Z,67,0
2026-06-11,P303,Region X,174,0
2026-06-11,P303,Region Y,221,0
2026-06-11,P303,Region Z,474,0
2026-06-11,P304,Region X,115,0
2026-06-11,P304,Region Y,141,0
2026-06-11,P304,Region Z,324,0
2026-06-11,P401,Region X,284,0
2026-06-11,P401,Region Y,418,0
2026-06-11,P401,Region Z,477,0
2026-06-11,P402,Region X,362,0
2026-06-11,P402,Region Y,168,0
2026-06-11,P402,Region Z,246,0
2026-06-11,P403,Region X,394,0
2026-06-11,P403,Region Y,298,0
2026-06-11,P403,Region Z,132,0
2026-06-12,P101,Region X,94,0
2026-06-12,P101,Region Y,188,0
2026-06-12,P101,Region Z,231,0
2026-06-12,P102,Region X,464,0
2026-06-12,P102,Region Y,487,0
2026-06-12,P102,Region Z,339,0
2026-06-12,P103,Region X,373,0
2026-06-12,P103,Region Y,494,0
2026-06-12,P103,Region Z,483,0
2026-06-12,P104,Region X,348,0
2026-06-12,P104,Region Y,112,0
2026-06-12,P104,Region Z,185,0
2026-06-12,P201,Region X,473,0
2026-06-12,P201,Region Y,431,0
2026-06-12,P201,Region Z,117,0
2026-06-12,P202,Region X,59,0
2026-06-12,P202,Region Y,309,0
2026-06-12,P202,Region Z,100,0
2026-06-12,P203,Region X,271,0
2026-06-12,P203,Region Y,466,0
2026-06-12,P203,Region Z,463,0
2026-06-12,P204,Region X,48,0
2026-06-12,P204,Region Y,455,0
2026-06-12,P204,Region Z,219,0
2026-06-12,P301,Region X,384,0
2026-06-12,P301,Region Y,444,0
2026-06-12,P301,Region Z,212,0
2026-06-12,P302,Region X,315,0
2026-06-12,P302,Region Y,299,0
2026-06-12,P302,Region Z,395,0
2026-06-12,P303,Region X,84,0
2026-06-12,P303,Region Y,266,0
2026-06-12,P303,Region Z,446,0
2026-06-12,P304,Region X,176,0
2026-06-12,P304,Region Y,469,0
2026-06-12,P304,Region Z,275,0
2026-06-12,P401,Region X,485,0
2026-06-12,P401,Region Y,173,0
2026-06-12,P401,Region Z,202,0
2026-06-12,P402,Region X,181,0
2026-06-12,P402,Region Y,431,0
2026-06-12,P402,Region Z,401,0
2026-06-12,P403,Region X,181,0
2026-06-12,P403,Region Y,114,0
2026-06-12,P403,Region Z,204,0
2026-06-13,P101,Region X,255,0
2026-06-13,P101,Region Y,143,0
2026-06-13,P101,Region Z,484,0
2026-06-13,P102,Region X,84,0
2026-06-13,P102,Region Y,300,0
2026-06-13,P102,Region Z,344,0
2026-06-13,P103,Region X,69,0
2026-06-13,P103,Region Y,89,0
2026-06-13,P103,Region Z,473,0
2026-06-13,P104,Region X,231,0
2026-06-13,P104,Region Y,420,0
2026-06-13,P104,Region Z,277,0
2026-06-13,P201,Region X,170,0
2026-06-13,P201,Region Y,477,0
2026-06-13,P201,Region Z,361,0
2026-06-13,P202,Region X,384,0
2026-06-13,P202,Region Y,382,0
2026-06-13,P202,Region Z,198,0
2026-06-13,P203,Region X,167,0
2026-06-13,P203,Region Y,489,0
2026-06-13,P203,Region Z,438,0
2026-06-13,P204,Region X,393,0
2026-06-13,P204,Region Y,464,0
2026-06-13,P204,Region Z,413,0
2026-06-13,P301,Region X,340,0
2026-06-13,P301,Region Y,419,0
2026-06-13,P301,Region Z,460,0
2026-06-13,P302,Region X,207,0
2026-06-13,P302,Region Y,174,0
2026-06-13,P302,Region Z,208,0
2026-06-13,P303,Region X,416,0
2026-06-13,P303,Region Y,405,0
2026-06-13,P303,Region Z,195,0
2026-06-13,P304,Region X,134,0
2026-06-13,P304,Region Y,434,0
2026-06-13,P304,Region Z,431,0
2026-06-13,P401,Region X,355,0
2026-06-13,P401,Region Y,429,0
2026-06-13,P401,Region Z,71,0
2026-06-13,P402,Region X,93,0
2026-06-13,P402,Region Y,279,0
2026-06-13,P402,Region Z,193,0
2026-06-13,P403,Region X,253,0
2026-06-13,P403,Region Y,399,0
2026-06-13,P403,Region Z,400,0
2026-06-14,P101,Region X,415,0
2026-06-14,P101,Region Y,109,0
2026-06-14,P101,Region Z,89,0
2026-06-14,P102,Region X,71,0
2026-06-14,P102,Region Y,152,0
2026-06-14,P102,Region Z,138,0
2026-06-14,P103,Region X,146,0
2026-06-14,P103,Region Y,93,0
2026-06-14,P103,Region Z,152,0
2026-06-14,P104,Region X,136,0
2026-06-14,P104,Region Y,408,0
2026-06-14,P104,Region Z,365,0
2026-06-14,P201,Region X,438,0
2026-06-14,P201,Region Y,387,0
2026-06-14,P201,Region Z,106,0
2026-06-14,P202,Region X,220,0
2026-06-14,P202,Region Y,259,0
2026-06-14,P202,Region Z,487,0
2026-06-14,P203,Region X,239,0
2026-06-14,P203,Region Y,240,0
2026-06-14,P203,Region Z,492,0
2026-06-14,P204,Region X,288,0
2026-06-14,P204,Region Y,375,0
2026-06-14,P204,Region Z,275,0
2026-06-14,P301,Region X,176,0
2026-06-14,P301,Region Y,315,0
2026-06-14,P301,Region Z,117,0
2026-06-14,P302,Region X,349,0
2026-06-14,P302,Region Y,390,0
2026-06-14,P302,Region Z,160,0
2026-06-14,P303,Region X,43,0
2026-06-14,P303,Region Y,209,0
2026-06-14,P303,Region Z,360,0
2026-06-14,P304,Region X,409,0
2026-06-14,P304,Region Y,246,0
2026-06-14,P304,Region Z,114,0
2026-06-14,P401,Region X,406,0
2026-06-14,P401,Region Y,496,0
2026-06-14,P401,Region Z,365,0
2026-06-14,P402,Region X,462,0
2026-06-14,P402,Region Y,100,0
2026-06-14,P402,Region Z,441,0
2026-06-14,P403,Region X,262,0
2026-06-14,P403,Region Y,215,0
2026-06-14,P403,Region Z,252,0
2026-06-15,P101,Region X,179,0
2026-06-15,P101,Region Y,215,0
2026-06-15,P101,Region Z,342,0
2026-06-15,P102,Region X,154,0
2026-06-15,P102,Region Y,57,0
2026-06-15,P102,Region Z,115,0
2026-06-15,P103,Region X,278,0
2026-06-15,P103,Region Y,122,0
2026-06-15,P103,Region Z,146,0
2026-06-15,P104,Region X,59,0
2026-06-15,P104,Region Y,215,0
2026-06-15,P104,Region Z,409,0
2026-06-15,P201,Region X,482,0
2026-06-15,P201,Region Y,82,0
2026-06-15,P201,Region Z,218,0
2026-06-15,P202,Region X,45,0
2026-06-15,P202,Region Y,241,0
2026-06-15,P202,Region Z,130,0
2026-06-15,P203,Region X,179,0
2026-06-15,P203,Region Y,457,0
2026-06-15,P203,Region Z,225,0
2026-06-15,P204,Region X,376,0
2026-06-15,P204,Region Y,105,0
2026-06-15,P204,Region Z,378,0
2026-06-15,P301,Region X,175,0
2026-06-15,P301,Region Y,290,0
2026-06-15,P301,Region Z,223,0
2026-06-15,P302,Region X,362,0
2026-06-15,P302,Region Y,424,0
2026-06-15,P302,Region Z,313,0
2026-06-15,P303,Region X,496,0
2026-06-15,P303,Region Y,497,0
2026-06-15,P303,Region Z,127,0
2026-06-15,P304,Region X,101,0
2026-06-15,P304,Region Y,419,0
2026-06-15,P304,Region Z,319,0
2026-06-15,P401,Region X,153,0
2026-06-15,P401,Region Y,463,0
2026-06-15,P401,Region Z,134,0
2026-06-15,P402,Region X,87,0
2026-06-15,P402,Region Y,138,0
2026-06-15,P402,Region Z,185,0
2026-06-15,P403,Region X,385,0
2026-06-15,P403,Region Y,385,0
2026-06-15,P403,Region Z,331,0
2026-06-16,P101,Region X,197,0
2026-06-16,P101,Region Y,415,0
2026-06-16,P101,Region Z,374,0
2026-06-16,P102,Region X,237,0
2026-06-16,P102,Region Y,180,0
2026-06-16,P102,Region Z,299,0
2026-06-16,P103,Region X,473,0
2026-06-16,P103,Region Y,121,0
2026-06-16,P103,Region Z,351,0
2026-06-16,P104,Region X,293,0
2026-06-16,P104,Region Y,213,0
2026-06-16,P104,Region Z,394,0
2026-06-16,P201,Region X,140,0
2026-06-16,P201,Region Y,194,0
2026-06-16,P201,Region Z,95,0
2026-06-16,P202,Region X,110,0
2026-06-16,P202,Region Y,360,0
2026-06-16,P202,Region Z,360,0
2026-06-16,P203,Region X,280,0
2026-06-16,P203,Region Y,134,0
2026-06-16,P203,Region Z,457,0
2026-06-16,P204,Region X,215,0
2026-06-16,P204,Region Y,465,0
2026-06-16,P204,Region Z,92,0
2026-06-16,P301,Region X,160,0
2026-06-16,P301,Region Y,64,0
2026-06-16,P301,Region Z,423,0
2026-06-16,P302,Region X,377,0
2026-06-16,P302,Region Y,240,0
2026-06-16,P302,Region Z,360,0
2026-06-16,P303,Region X,135,0
2026-06-16,P303,Region Y,233,0
2026-06-16,P303,Region Z,426,0
2026-06-16,P304,Region X,465,0
2026-06-16,P304,Region Y,337,0
2026-06-16,P304,Region Z,139,0
2026-06-16,P401,Region X,293,0
2026-06-16,P401,Region Y,144,0
2026-06-16,P401,Region Z,360,0
2026-06-16,P402,Region X,197,0
2026-06-16,P402,Region Y,207,0
2026-06-16,P402,Region Z,203,0
2026-06-16,P403,Region X,381,0
2026-06-16,P403,Region Y,69,0
2026-06-16,P403,Region Z,108,0
2026-06-17,P101,Region X,168,0
2026-06-17,P101,Region Y,224,0
2026-06-17,P101,Region Z,236,0
2026-06-17,P102,Region X,114,0
2026-06-17,P102,Region Y,311,0
2026-06-17,P102,Region Z,331,0
2026-06-17,P103,Region X,388,0
2026-06-17,P103,Region Y,286,0
2026-06-17,P103,Region Z,486,0
2026-06-17,P104,Region X,284,0
2026-06-17,P104,Region Y,428,0
2026-06-17,P104,Region Z,274,0
2026-06-17,P201,Region X,51,0
2026-06-17,P201,Region Y,282,0
2026-06-17,P201,Region Z,52,0
2026-06-17,P202,Region X,121,0
2026-06-17,P202,Region Y,104,0
2026-06-17,P202,Region Z,137,0
2026-06-17,P203,Region X,389,0
2026-06-17,P203,Region Y,310,0
2026-06-17,P203,Region Z,183,0
2026-06-17,P204,Region X,445,0
2026-06-17,P204,Region Y,46,0
2026-06-17,P204,Region Z,367,0
2026-06-17,P301,Region X,397,0
2026-06-17,P301,Region Y,127,0
2026-06-17,P301,Region Z,160,0
2026-06-17,P302,Region X,61,0
2026-06-17,P302,Region Y,430,0
2026-06-17,P302,Region Z,245,0
2026-06-17,P303,Region X,321,0
2026-06-17,P303,Region Y,252,0
2026-06-17,P303,Region Z,86,0
2026-06-17,P304,Region X,204,0
2026-06-17,P304,Region Y,188,0
2026-06-17,P304,Region Z,339,0
2026-06-17,P401,Region X,365,0
2026-06-17,P401,Region Y,278,0
2026-06-17,P401,Region Z,344,0
2026-06-17,P402,Region X,40,0
2026-06-17,P402,Region Y,78,0
2026-06-17,P402,Region Z,187,0
2026-06-17,P403,Region X,176,0
2026-06-17,P403,Region Y,402,0
2026-06-17,P403,Region Z,406,0
2026-06-18,P101,Region X,370,0
2026-06-18,P101,Region Y,214,0
2026-06-18,P101,Region Z,76,0
2026-06-18,P102,Region X,278,0
2026-06-18,P102,Region Y,90,0
2026-06-18,P102,Region Z,474,0
2026-06-18,P103,Region X,415,0
2026-06-18,P103,Region Y,304,0
2026-06-18,P103,Region Z,419,0
2026-06-18,P104,Region X,393,0
2026-06-18,P104,Region Y,80,0
2026-06-18,P104,Region Z,66,0
2026-06-18,P201,Region X,46,0
2026-06-18,P201,Region Y,75,0
2026-06-18,P201,Region Z,189,0
2026-06-18,P202,Region X,77,0
2026-06-18,P202,Region Y,444,0
2026-06-18,P202,Region Z,99,0
2026-06-18,P203,Region X,356,0
2026-06-18,P203,Region Y,365,0
2026-06-18,P203,Region Z,203,0
2026-06-18,P204,Region X,271,0
2026-06-18,P204,Region Y,164,0
2026-06-18,P204,Region Z,299,0
2026-06-18,P301,Region X,410,0
2026-06-18,P301,Region Y,242,0
2026-06-18,P301,Region Z,470,0
2026-06-18,P302,Region X,59,0
2026-06-18,P302,Region Y,95,0
2026-06-18,P302,Region Z,214,0
2026-06-18,P303,Region X,154,0
2026-06-18,P303,Region Y,431,0
2026-06-18,P303,Region Z,378,0
2026-06-18,P304,Region X,313,0
2026-06-18,P304,Region Y,432,0
2026-06-18,P304,Region Z,214,0
2026-06-18,P401,Region X,206,0
2026-06-18,P401,Region Y,61,0
2026-06-18,P401,Region Z,476,0
2026-06-18,P402,Region X,130,0
2026-06-18,P402,Region Y,273,0
2026-06-18,P402,Region Z,228,0
2026-06-18,P403,Region X,403,0
2026-06-18,P403,Region Y,256,0
2026-06-18,P403,Region Z,313,0
2026-06-19,P101,Region X,157,0
2026-06-19,P101,Region Y,304,0
2026-06-19,P101,Region Z,280,0
2026-06-19,P102,Region X,288,0
2026-06-19,P102,Region Y,116,0
2026-06-19,P102,Region Z,452,0
2026-06-19,P103,Region X,127,0
2026-06-19,P103,Region Y,477,0
2026-06-19,P103,Region Z,135,0
2026-06-19,P104,Region X,99,0
2026-06-19,P104,Region Y,401,0
2026-06-19,P104,Region Z,123,0
2026-06-19,P201,Region X,124,0
2026-06-19,P201,Region Y,232,0
2026-06-19,P201,Region Z,482,0
2026-06-19,P202,Region X,72,0
2026-06-19,P202,Region Y,202,0
2026-06-19,P202,Region Z,113,0
2026-06-19,P203,Region X,212,0
2026-06-19,P203,Region Y,449,0
2026-06-19,P203,Region Z,272,0
2026-06-19,P204,Region X,498,0
2026-06-19,P204,Region Y,161,0
2026-06-19,P204,Region Z,137,0
2026-06-19,P301,Region X,173,0
2026-06-19,P301,Region Y,235,0
2026-06-19,P301,Region Z,295,0
2026-06-19,P302,Region X,474,0
2026-06-19,P302,Region Y,198,0
2026-06-19,P302,Region Z,218,0
2026-06-19,P303,Region X,440,0
2026-06-19,P303,Region Y,247,0
2026-06-19,P303,Region Z,339,0
2026-06-19,P304,Region X,227,0
2026-06-19,P304,Region Y,51,0
2026-06-19,P304,Region Z,236,0
2026-06-19,P401,Region X,377,0
2026-06-19,P401,Region Y,162,0
2026-06-19,P401,Region Z,311,0
2026-06-19,P402,Region X,339,0
2026-06-19,P402,Region Y,241,0
2026-06-19,P402,Region Z,414,0
2026-06-19,P403,Region X,254,0
2026-06-19,P403,Region Y,431,0
2026-06-19,P403,Region Z,60,0
2026-06-20,P101,Region X,495,0
2026-06-20,P101,Region Y,490,0
2026-06-20,P101,Region Z,239,0
2026-06-20,P102,Region X,477,0
2026-06-20,P102,Region Y,92,0
2026-06-20,P102,Region Z,214,0
2026-06-20,P103,Region X,168,0
2026-06-20,P103,Region Y,245,0
2026-06-20,P103,Region Z,378,0
2026-06-20,P104,Region X,70,0
2026-06-20,P104,Region Y,482,0
2026-06-20,P104,Region Z,377,0
2026-06-20,P201,Region X,224,0
2026-06-20,P201,Region Y,100,0
2026-06-20,P201,Region Z,298,0
2026-06-20,P202,Region X,301,0
2026-06-20,P202,Region Y,310,0
2026-06-20,P202,Region Z,456,0
2026-06-20,P203,Region X,269,0
2026-06-20,P203,Region Y,44,0
2026-06-20,P203,Region Z,206,0
2026-06-20,P204,Region X,176,0
2026-06-20,P204,Region Y,382,0
2026-06-20,P204,Region Z,392,0
2026-06-20,P301,Region X,178,0
2026-06-20,P301,Region Y,216,0
2026-06-20,P301,Region Z,275,0
2026-06-20,P302,Region X,82,0
2026-06-20,P302,Region Y,447,0
2026-06-20,P302,Region Z,188,0
2026-06-20,P303,Region X,364,0
2026-06-20,P303,Region Y,353,0
2026-06-20,P303,Region Z,175,0
2026-06-20,P304,Region X,200,0
2026-06-20,P304,Region Y,104,0
2026-06-20,P304,Region Z,192,0
2026-06-20,P401,Region X,217,0
2026-06-20,P401,Region Y,231,0
2026-06-20,P401,Region Z,95,0
2026-06-20,P402,Region X,59,0
2026-06-20,P402,Region Y,338,0
2026-06-20,P402,Region Z,193,0
2026-06-20,P403,Region X,308,0
2026-06-20,P403,Region Y,360,0
2026-06-20,P403,Region Z,256,0
2026-06-21,P101,Region X,244,0
2026-06-21,P101,Region Y,220,0
2026-06-21,P101,Region Z,441,0
2026-06-21,P102,Region X,383,0
2026-06-21,P102,Region Y,351,0
2026-06-21,P102,Region Z,114,0
2026-06-21,P103,Region X,162,0
2026-06-21,P103,Region Y,466,0
2026-06-21,P103,Region Z,272,0
2026-06-21,P104,Region X,378,0
2026-06-21,P104,Region Y,245,0
2026-06-21,P104,Region Z,313,0
2026-06-21,P201,Region X,115,0
2026-06-21,P201,Region Y,294,0
2026-06-21,P201,Region Z,368,0
2026-06-21,P202,Region X,147,0
2026-06-21,P202,Region Y,491,0
2026-06-21,P202,Region Z,490,0
2026-06-21,P203,Region X,188,0
2026-06-21,P203,Region Y,313,0
2026-06-21,P203,Region Z,43,0
2026-06-21,P204,Region X,433,0
2026-06-21,P204,Region Y,101,0
2026-06-21,P204,Region Z,286,0
2026-06-21,P301,Region X,451,0
2026-06-21,P301,Region Y,270,0
2026-06-21,P301,Region Z,187,0
2026-06-21,P302,Region X,273,0
2026-06-21,P302,Region Y,324,0
2026-06-21,P302,Region Z,214,0
2026-06-21,P303,Region X,492,0
2026-06-21,P303,Region Y,202,0
2026-06-21,P303,Region Z,252,0
2026-06-21,P304,Region X,437,0
2026-06-21,P304,Region Y,448,0
2026-06-21,P304,Region Z,314,0
2026-06-21,P401,Region X,372,0
2026-06-21,P401,Region Y,56,0
2026-06-21,P401,Region Z,168,0
2026-06-21,P402,Region X,140,0
2026-06-21,P402,Region Y,371,0
2026-06-21,P402,Region Z,264,0
2026-06-21,P403,Region X,419,0
2026-06-21,P403,Region Y,409,0
2026-06-21,P403,Region Z,454,0
2026-06-22,P101,Region X,259,0
2026-06-22,P101,Region Y,311,0
2026-06-22,P101,Region Z,353,0
2026-06-22,P102,Region X,155,0
2026-06-22,P102,Region Y,80,0
2026-06-22,P102,Region Z,156,0
2026-06-22,P103,Region X,384,0
2026-06-22,P103,Region Y,385,0
2026-06-22,P103,Region Z,243,0
2026-06-22,P104,Region X,374,0
2026-06-22,P104,Region Y,386,0
2026-06-22,P104,Region Z,416,0
2026-06-22,P201,Region X,480,0
2026-06-22,P201,Region Y,124,0
2026-06-22,P201,Region Z,145,0
2026-06-22,P202,Region X,478,0
2026-06-22,P202,Region Y,390,0
2026-06-22,P202,Region Z,87,0
2026-06-22,P203,Region X,183,0
2026-06-22,P203,Region Y,152,0
2026-06-22,P203,Region Z,370,0
2026-06-22,P204,Region X,342,0
2026-06-22,P204,Region Y,485,0
2026-06-22,P204,Region Z,376,0
2026-06-22,P301,Region X,488,0
2026-06-22,P301,Region Y,307,0
2026-06-22,P301,Region Z,97,0
2026-06-22,P302,Region X,269,0
2026-06-22,P302,Region Y,118,0
2026-06-22,P302,Region Z,264,0
2026-06-22,P303,Region X,403,0
2026-06-22,P303,Region Y,352,0
2026-06-22,P303,Region Z,258,0
2026-06-22,P304,Region X,203,0
2026-06-22,P304,Region Y,404,0
2026-06-22,P304,Region Z,68,0
2026-06-22,P401,Region X,248,0
2026-06-22,P401,Region Y,338,0
2026-06-22,P401,Region Z,164,0
2026-06-22,P402,Region X,197,0
2026-06-22,P402,Region Y,102,0
2026-06-22,P402,Region Z,42,0
2026-06-22,P403,Region X,170,0
2026-06-22,P403,Region Y,339,0
2026-06-22,P403,Region Z,257,0
2026-06-23,P101,Region X,272,0
2026-06-23,P101,Region Y,242,0
2026-06-23,P101,Region Z,198,0
2026-06-23,P102,Region X,401,0
2026-06-23,P102,Region Y,49,0
2026-06-23,P102,Region Z,445,0
2026-06-23,P103,Region X,286,0
2026-06-23,P103,Region Y,433,0
2026-06-23,P103,Region Z,268,0
2026-06-23,P104,Region X,407,0
2026-06-23,P104,Region Y,367,0
2026-06-23,P104,Region Z,265,0
2026-06-23,P201,Region X,258,0
2026-06-23,P201,Region Y,164,0
2026-06-23,P201,Region Z,134,0
2026-06-23,P202,Region X,302,0
2026-06-23,P202,Region Y,385,0
2026-06-23,P202,Region Z,365,0
2026-06-23,P203,Region X,332,0
2026-06-23,P203,Region Y,217,0
2026-06-23,P203,Region Z,243,0
2026-06-23,P204,Region X,465,0
2026-06-23,P204,Region Y,126,0
2026-06-23,P204,Region Z,421,0
2026-06-23,P301,Region X,78,0
2026-06-23,P301,Region Y,219,0
2026-06-23,P301,Region Z,466,0
2026-06-23,P302,Region X,214,0
2026-06-23,P302,Region Y,455,0
2026-06-23,P302,Region Z,190,0
2026-06-23,P303,Region X,380,0
2026-06-23,P303,Region Y,314,0
2026-06-23,P303,Region Z,45,0
2026-06-23,P304,Region X,490,0
2026-06-23,P304,Region Y,177,0
2026-06-23,P304,Region Z,395,0
2026-06-23,P401,Region X,71,0
2026-06-23,P401,Region Y,128,0
2026-06-23,P401,Region Z,470,0
2026-06-23,P402,Region X,192,0
2026-06-23,P402,Region Y,398,0
2026-06-23,P402,Region Z,294,0
2026-06-23,P403,Region X,56,0
2026-06-23,P403,Region Y,90,0
2026-06-23,P403,Region Z,215,0
2026-06-24,P101,Region X,307,0
2026-06-24,P101,Region Y,318,0
2026-06-24,P101,Region Z,66,0
2026-06-24,P102,Region X,410,0
2026-06-24,P102,Region Y,249,0
2026-06-24,P102,Region Z,249,0
2026-06-24,P103,Region X,137,0
2026-06-24,P103,Region Y,127,0
2026-06-24,P103,Region Z,290,0
2026-06-24,P104,Region X,47,0
2026-06-24,P104,Region Y,452,0
2026-06-24,P104,Region Z,244,0
2026-06-24,P201,Region X,430,0
2026-06-24,P201,Region Y,179,0
2026-06-24,P201,Region Z,456,0
2026-06-24,P202,Region X,306,0
2026-06-24,P202,Region Y,415,0
2026-06-24,P202,Region Z,82,0
2026-06-24,P203,Region X,400,0
2026-06-24,P203,Region Y,481,0
2026-06-24,P203,Region Z,416,0
2026-06-24,P204,Region X,119,0
2026-06-24,P204,Region Y,436,0
2026-06-24,P204,Region Z,158,0
2026-06-24,P301,Region X,157,0
2026-06-24,P301,Region Y,310,0
2026-06-24,P301,Region Z,41,0
2026-06-24,P302,Region X,63,0
2026-06-24,P302,Region Y,443,0
2026-06-24,P302,Region Z,284,0
2026-06-24,P303,Region X,474,0
2026-06-24,P303,Region Y,492,0
2026-06-24,P303,Region Z,64,0
2026-06-24,P304,Region X,331,0
2026-06-24,P304,Region Y,493,0
2026-06-24,P304,Region Z,226,0
2026-06-24,P401,Region X,84,0
2026-06-24,P401,Region Y,110,0
2026-06-24,P401,Region Z,435,0
2026-06-24,P402,Region X,495,0
2026-06-24,P402,Region Y,418,0
2026-06-24,P402,Region Z,146,0
2026-06-24,P403,Region X,341,0
2026-06-24,P403,Region Y,488,0
2026-06-24,P403,Region Z,52,0
2026-06-25,P101,Region X,294,0
2026-06-25,P101,Region Y,245,0
2026-06-25,P101,Region Z,311,0
2026-06-25,P102,Region X,352,0
2026-06-25,P102,Region Y,182,0
2026-06-25,P102,Region Z,496,0
2026-06-25,P103,Region X,384,0
2026-06-25,P103,Region Y,248,0
2026-06-25,P103,Region Z,460,0
2026-06-25,P104,Region X,341,0
2026-06-25,P104,Region Y,55,0
2026-06-25,P104,Region Z,152,0
2026-06-25,P201,Region X,46,0
2026-06-25,P201,Region Y,487,0
2026-06-25,P201,Region Z,376,0
2026-06-25,P202,Region X,281,0
2026-06-25,P202,Region Y,93,0
2026-06-25,P202,Region Z,416,0
2026-06-25,P203,Region X,125,0
2026-06-25,P203,Region Y,340,0
2026-06-25,P203,Region Z,131,0
2026-06-25,P204,Region X,276,0
2026-06-25,P204,Region Y,308,0
2026-06-25,P204,Region Z,412,0
2026-06-25,P301,Region X,94,0
2026-06-25,P301,Region Y,89,0
2026-06-25,P301,Region Z,79,0
2026-06-25,P302,Region X,116,0
2026-06-25,P302,Region Y,205,0
2026-06-25,P302,Region Z,337,0
2026-06-25,P303,Region X,336,0
2026-06-25,P303,Region Y,223,0
2026-06-25,P303,Region Z,368,0
2026-06-25,P304,Region X,205,0
2026-06-25,P304,Region Y,342,0
2026-06-25,P304,Region Z,491,0
2026-06-25,P401,Region X,475,0
2026-06-25,P401,Region Y,339,0
2026-06-25,P401,Region Z,228,0
2026-06-25,P402,Region X,125,0
2026-06-25,P402,Region Y,47,0
2026-06-25,P402,Region Z,266,0
2026-06-25,P403,Region X,173,0
2026-06-25,P403,Region Y,220,0
2026-06-25,P403,Region Z,466,0
2026-06-26,P101,Region X,274,0
2026-06-26,P101,Region Y,333,0
2026-06-26,P101,Region Z,168,0
2026-06-26,P102,Region X,351,0
2026-06-26,P102,Region Y,302,0
2026-06-26,P102,Region Z,342,0
2026-06-26,P103,Region X,333,0
2026-06-26,P103,Region Y,460,0
2026-06-26,P103,Region Z,404,0
2026-06-26,P104,Region X,480,0
2026-06-26,P104,Region Y,364,0
2026-06-26,P104,Region Z,68,0
2026-06-26,P201,Region X,100,0
2026-06-26,P201,Region Y,245,0
2026-06-26,P201,Region Z,264,0
2026-06-26,P202,Region X,337,0
2026-06-26,P202,Region Y,242,0
2026-06-26,P202,Region Z,192,0
2026-06-26,P203,Region X,157,0
2026-06-26,P203,Region Y,452,0
2026-06-26,P203,Region Z,144,0
2026-06-26,P204,Region X,457,0
2026-06-26,P204,Region Y,155,0
2026-06-26,P204,Region Z,496,0
2026-06-26,P301,Region X,204,0
2026-06-26,P301,Region Y,477,0
2026-06-26,P301,Region Z,74,0
2026-06-26,P302,Region X,271,0
2026-06-26,P302,Region Y,126,0
2026-06-26,P302,Region Z,359,0
2026-06-26,P303,Region X,137,0
2026-06-26,P303,Region Y,140,0
2026-06-26,P303,Region Z,355,0
2026-06-26,P304,Region X,437,0
2026-06-26,P304,Region Y,151,0
2026-06-26,P304,Region Z,246,0
2026-06-26,P401,Region X,332,0
2026-06-26,P401,Region Y,426,0
2026-06-26,P401,Region Z,443,0
2026-06-26,P402,Region X,140,0
2026-06-26,P402,Region Y,389,0
2026-06-26,P402,Region Z,192,0
2026-06-26,P403,Region X,159,0
2026-06-26,P403,Region Y,447,0
2026-06-26,P403,Region Z,143,0
2026-06-27,P101,Region X,497,0
2026-06-27,P101,Region Y,291,0
2026-06-27,P101,Region Z,354,0
2026-06-27,P102,Region X,182,0
2026-06-27,P102,Region Y,471,0
2026-06-27,P102,Region Z,313,0
2026-06-27,P103,Region X,452,0
2026-06-27,P103,Region Y,385,0
2026-06-27,P103,Region Z,58,0
2026-06-27,P104,Region X,391,0
